客户ID,优先级,流失概率,在网月数,合约类型,月费,历史总消费,上网服务,支付方式,在线安全,技术支持,在线备份,流媒体电视,流媒体电影,老年人,有伴侣,有子女,性别,电子账单
0524-IAVZO,P3-High,73.6%,30,Month-to-month,85.0,2624.25,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,No,Female,Yes
3932-CMDTD,P3-High,73.5%,4,One year,105.65,443.9,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,No,No,Female,Yes
9529-OFXHY,P3-High,73.5%,15,Month-to-month,87.75,1242.2,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,0,No,No,Male,Yes
1612-EOHDH,P3-High,73.5%,1,Month-to-month,45.15,45.15,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,No
9961-JBNMK,P3-High,73.5%,21,Month-to-month,96.8,2030.3,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,1,No,No,Male,Yes
4547-KQRTM,P3-High,73.5%,10,Month-to-month,80.05,830.7,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,0,No,No,Female,Yes
5173-WXOQV,P3-High,73.5%,2,Month-to-month,64.2,143.65,DSL,Mailed check,No,Yes,Yes,No,Yes,0,Yes,No,Male,Yes
9281-OFDMF,P3-High,73.5%,39,Month-to-month,90.7,3413.25,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,No,No,Male,No
6557-BZXLQ,P3-High,73.5%,16,Month-to-month,69.65,1043.3,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,No
8378-LKJAF,P3-High,73.5%,38,Month-to-month,101.15,3956.7,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,0,Yes,Yes,Male,Yes
6599-RCLCJ,P3-High,73.4%,47,Month-to-month,109.55,5124.55,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,Yes,No,Male,Yes
5461-QKNTN,P3-High,73.4%,43,Month-to-month,94.3,3953.15,Fiber optic,Electronic check,No,Yes,Yes,Yes,No,1,Yes,No,Male,Yes
6988-CJEYV,P3-High,73.4%,49,Month-to-month,98.7,4920.55,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,No
1236-WFCDV,P3-High,73.4%,14,Month-to-month,90.45,1266.1,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,1,No,No,Male,No
2372-HWUHI,P3-High,73.4%,2,Month-to-month,44.35,81.25,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
6330-JKLPC,P3-High,73.4%,11,Month-to-month,80.5,896.9,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,0,Yes,No,Male,Yes
6393-WRYZE,P3-High,73.4%,34,Month-to-month,97.65,3207.55,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
3640-PHQXK,P3-High,73.3%,31,Month-to-month,89.9,2806.9,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
4902-OHLSK,P3-High,73.3%,29,Month-to-month,98.65,2862.75,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,1,No,No,Female,No
1965-DDBWU,P3-High,73.3%,16,Month-to-month,89.05,1448.6,Fiber optic,Credit card (automatic),No,Yes,No,No,Yes,0,No,No,Male,Yes
3669-LVWZB,P3-High,73.3%,5,Month-to-month,51.0,305.95,DSL,Mailed check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
2037-SGXHH,P3-High,73.3%,38,Month-to-month,94.65,3624.3,Fiber optic,Electronic check,No,No,Yes,Yes,No,0,Yes,Yes,Male,Yes
5167-GBFRE,P3-High,73.2%,4,Month-to-month,25.2,102.5,DSL,Bank transfer (automatic),No,No,No,No,No,1,No,No,Male,Yes
7359-PTSXY,P3-High,73.2%,1,Month-to-month,45.75,45.75,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
4391-RESHN,P3-High,73.2%,23,Month-to-month,104.05,2470.1,Fiber optic,Mailed check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
7279-BUYWN,P3-High,73.2%,41,Month-to-month,113.2,4689.5,Fiber optic,Electronic check,Yes,No,Yes,Yes,Yes,1,No,No,Female,Yes
0319-QZTCO,P3-High,73.2%,3,Month-to-month,58.7,168.6,DSL,Credit card (automatic),No,No,Yes,Yes,No,0,Yes,Yes,Female,Yes
0637-YLETY,P3-High,73.2%,16,Month-to-month,95.6,1555.65,Fiber optic,Credit card (automatic),No,No,Yes,No,Yes,0,No,No,Female,Yes
6242-MBHPK,P3-High,73.2%,23,Month-to-month,95.1,2326.05,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,1,Yes,No,Female,Yes
2921-XWDJH,P3-High,73.2%,38,Month-to-month,83.45,3147.15,Fiber optic,Electronic check,Yes,No,No,No,Yes,1,Yes,No,Female,Yes
2309-OSFEU,P3-High,73.1%,10,Month-to-month,33.9,298.45,DSL,Mailed check,No,No,No,No,Yes,0,No,No,Male,Yes
7783-YKGDV,P3-High,73.1%,12,Month-to-month,99.7,1238.45,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No,Yes,0,No,No,Female,Yes
4550-VBOFE,P3-High,73.1%,70,Month-to-month,102.95,7101.5,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
8665-UTDHZ,P3-High,73.1%,1,Month-to-month,30.2,30.2,DSL,Electronic check,No,No,Yes,No,No,0,Yes,Yes,Male,No
7841-TZDMQ,P3-High,73.1%,2,Month-to-month,46.0,84.5,DSL,Credit card (automatic),No,No,No,No,No,0,No,No,Male,Yes
4671-LXRDQ,P3-High,73.1%,2,Month-to-month,45.0,96.45,DSL,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
0749-IRGQE,P3-High,73.1%,13,Month-to-month,45.3,528.45,DSL,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Female,No
6907-NZZIJ,P3-High,73.1%,36,Month-to-month,99.15,3615.6,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
7924-GJZFI,P3-High,73.0%,25,Month-to-month,69.3,1813.1,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Female,Yes
4971-PUYQO,P3-High,73.0%,27,Month-to-month,94.55,2724.6,Fiber optic,Mailed check,No,No,No,Yes,Yes,0,No,No,Female,Yes
5896-NPFWW,P3-High,73.0%,3,Month-to-month,50.15,168.15,DSL,Electronic check,No,No,No,No,No,0,Yes,Yes,Male,Yes
3768-NLUBH,P3-High,73.0%,57,Month-to-month,100.6,5746.15,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,No
1391-UBDAR,P3-High,73.0%,11,Month-to-month,72.9,818.45,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,No
7410-YTJIK,P3-High,73.0%,7,Month-to-month,75.45,480.75,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,No
6652-YFFJO,P3-High,73.0%,11,Month-to-month,64.9,716.1,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
1845-ZLLIG,P3-High,73.0%,1,Month-to-month,50.15,50.15,DSL,Mailed check,No,No,Yes,No,No,0,No,No,Male,Yes
6559-PDZLR,P3-High,73.0%,26,Month-to-month,98.65,2537.0,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
8212-DJRCH,P3-High,73.0%,5,Month-to-month,90.35,434.5,Fiber optic,Mailed check,Yes,No,No,No,Yes,0,Yes,Yes,Male,Yes
3791-LGQCY,P3-High,72.9%,56,Month-to-month,100.65,5688.05,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,1,Yes,No,Female,Yes
3336-JORSO,P3-High,72.9%,33,Month-to-month,110.45,3655.45,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,1,No,No,Female,Yes
4817-QRJSX,P3-High,72.9%,10,Month-to-month,81.0,818.05,Fiber optic,Credit card (automatic),No,No,Yes,No,No,0,No,No,Female,Yes
4423-YLHDV,P3-High,72.9%,21,Month-to-month,104.4,2200.25,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,0,Yes,No,Female,Yes
5380-WJKOV,P3-High,72.9%,34,Month-to-month,106.35,3549.25,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
4818-QIUFN,P3-High,72.9%,20,Month-to-month,79.15,1520.9,Fiber optic,Electronic check,Yes,No,No,No,No,1,No,No,Female,Yes
5868-CZJDR,P3-High,72.9%,1,Month-to-month,31.35,31.35,DSL,Mailed check,No,No,Yes,No,No,0,No,Yes,Male,Yes
5108-ADXWO,P3-High,72.9%,11,Month-to-month,73.5,791.75,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,No,Male,Yes
6142-VSJQO,P3-High,72.9%,1,Month-to-month,44.35,44.35,DSL,Bank transfer (automatic),No,No,No,No,No,0,Yes,Yes,Female,Yes
2856-NNASM,P3-High,72.9%,43,Month-to-month,89.55,3856.75,Fiber optic,Mailed check,No,No,No,Yes,Yes,1,No,No,Male,Yes
9661-MHUMO,P3-High,72.9%,1,Month-to-month,49.25,49.25,DSL,Credit card (automatic),No,Yes,No,No,No,1,Yes,Yes,Male,Yes
2988-PLAHS,P3-High,72.9%,3,One year,69.95,220.45,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
4678-DVQEO,P3-High,72.9%,1,Month-to-month,52.2,52.2,DSL,Electronic check,No,Yes,No,No,No,0,No,No,Female,Yes
1597-FZREH,P3-High,72.9%,2,Month-to-month,76.4,160.8,DSL,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Female,No
9824-BEMCV,P3-High,72.8%,17,Month-to-month,69.0,1149.65,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,Yes,Male,Yes
4647-MUZON,P3-High,72.8%,18,Month-to-month,95.95,1745.5,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,0,Yes,No,Female,Yes
1436-ZMJAN,P3-High,72.8%,10,Month-to-month,67.8,653.15,DSL,Credit card (automatic),No,No,No,Yes,Yes,0,Yes,No,Female,Yes
5760-FXFVO,P3-High,72.8%,6,Month-to-month,78.95,494.95,Fiber optic,Electronic check,Yes,No,Yes,No,No,0,No,No,Male,Yes
5649-RXQTV,P3-High,72.8%,51,Month-to-month,99.0,5038.15,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
3524-WQDSG,P3-High,72.8%,43,Month-to-month,99.3,4209.95,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,Yes,Yes,Female,Yes
3597-MVHJT,P3-High,72.8%,27,Month-to-month,95.6,2595.25,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,No,No,Female,Yes
5989-PGKJB,P3-High,72.7%,16,Month-to-month,86.25,1340.1,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,No,No,Female,Yes
0376-YMCJC,P3-High,72.7%,23,Month-to-month,90.6,1943.2,Fiber optic,Electronic check,No,Yes,No,Yes,No,0,No,No,Male,Yes
7748-UMTRK,P3-High,72.7%,30,Month-to-month,101.3,2974.5,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,1,No,Yes,Female,Yes
4716-HHKQH,P3-High,72.7%,20,Month-to-month,107.05,2172.05,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,1,Yes,No,Male,No
6900-PXRMS,P3-High,72.6%,26,Month-to-month,105.75,2710.25,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,Yes,Male,No
9540-JYROE,P3-High,72.6%,8,Month-to-month,70.1,551.35,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
5442-XSDCW,P3-High,72.6%,11,Month-to-month,79.5,868.5,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0,Yes,Yes,Male,Yes
8404-GFGCZ,P3-High,72.6%,4,Month-to-month,65.6,250.1,DSL,Electronic check,No,No,No,Yes,No,0,Yes,No,Male,No
7825-GKXMW,P3-High,72.6%,1,Month-to-month,45.8,45.8,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,No
1728-BQDMA,P3-High,72.6%,2,Month-to-month,44.45,82.7,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,No
6961-VCPMC,P3-High,72.6%,46,Month-to-month,80.4,3605.2,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,Yes
9763-PDTKK,P3-High,72.5%,4,Month-to-month,94.4,387.2,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No,Yes,0,No,No,Female,Yes
7855-DIWPO,P3-High,72.5%,21,Month-to-month,68.65,1493.2,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
5515-AKOAJ,P3-High,72.5%,54,Month-to-month,100.1,5440.9,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Female,Yes
9979-RGMZT,P3-High,72.5%,7,One year,94.05,633.45,Fiber optic,Mailed check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
7422-WNBTY,P3-High,72.5%,33,Month-to-month,93.35,3092.0,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,Yes,No,Male,Yes
1343-EHPYB,P3-High,72.5%,63,Month-to-month,103.4,6603.0,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
6994-KERXL,P3-High,72.5%,4,Month-to-month,55.9,238.5,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
6821-BUXUX,P3-High,72.5%,13,Month-to-month,96.65,1244.5,Fiber optic,Electronic check,Yes,No,Yes,Yes,No,0,No,No,Female,Yes
4547-LYTDD,P3-High,72.5%,16,Month-to-month,72.65,1194.3,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
3858-VOBET,P3-High,72.4%,23,Month-to-month,74.95,1710.45,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
5666-CYCYZ,P3-High,72.4%,24,Month-to-month,89.55,2259.35,Fiber optic,Electronic check,No,Yes,No,No,Yes,0,No,No,Female,Yes
9658-WYUFB,P3-High,72.4%,17,Month-to-month,94.4,1617.5,Fiber optic,Electronic check,Yes,No,Yes,Yes,No,0,No,No,Female,Yes
3413-BMNZE,P3-High,72.4%,1,Month-to-month,45.25,45.25,DSL,Bank transfer (automatic),No,No,No,No,No,1,No,No,Male,No
2091-RFFBA,P3-High,72.3%,31,Month-to-month,73.9,2217.15,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
5669-SRAIP,P3-High,72.3%,5,Month-to-month,39.5,210.75,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Female,No
6542-LWGXJ,P3-High,72.3%,3,Month-to-month,25.0,78.25,DSL,Mailed check,No,No,No,No,No,0,Yes,No,Male,No
3771-PZOBW,P3-High,72.3%,20,Month-to-month,90.7,1781.35,Fiber optic,Credit card (automatic),No,No,No,Yes,No,0,No,No,Male,Yes
3097-NNSPB,P3-High,72.3%,2,Month-to-month,49.05,91.1,DSL,Credit card (automatic),No,No,Yes,No,No,0,No,No,Female,Yes
6402-ZFPPI,P3-High,72.3%,25,Month-to-month,102.8,2660.2,Fiber optic,Mailed check,Yes,No,Yes,Yes,Yes,1,No,No,Female,Yes
7270-BDIOA,P3-High,72.3%,22,Month-to-month,90.0,1993.8,Fiber optic,Electronic check,No,Yes,No,Yes,No,0,No,No,Female,Yes
2347-WKKAE,P3-High,72.3%,42,Month-to-month,94.4,4014.6,Fiber optic,Electronic check,Yes,No,No,No,Yes,0,Yes,No,Male,Yes
9505-SQFSW,P3-High,72.3%,3,Month-to-month,40.3,92.5,DSL,Mailed check,No,No,Yes,No,Yes,0,Yes,Yes,Female,No
9506-UXUSK,P3-High,72.2%,13,Month-to-month,70.15,931.75,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
9971-ZWPBF,P3-High,72.2%,34,Month-to-month,108.9,3625.2,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,1,Yes,Yes,Male,Yes
5351-QESIO,P3-High,72.2%,1,Month-to-month,24.2,24.2,DSL,Mailed check,No,No,No,No,No,0,No,Yes,Male,No
6876-ADESB,P3-High,72.2%,1,Month-to-month,48.95,48.95,DSL,Electronic check,No,No,No,No,No,0,No,Yes,Male,No
2082-OJVTK,P3-High,72.2%,29,Month-to-month,89.2,2698.35,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Male,Yes
7240-FQLHE,P3-High,72.2%,18,Month-to-month,99.75,1836.25,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,1,Yes,No,Female,No
6692-UDPJC,P3-High,72.1%,14,Month-to-month,91.65,1301.0,Fiber optic,Electronic check,No,Yes,No,Yes,No,0,Yes,Yes,Female,Yes
7389-KBFIT,P3-High,72.1%,2,Month-to-month,30.25,63.75,DSL,Mailed check,No,No,Yes,No,No,0,Yes,Yes,Female,Yes
9692-TUSXH,P3-High,72.1%,18,Month-to-month,96.05,1740.7,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,0,No,No,Female,Yes
1894-IGFSG,P3-High,72.1%,22,Month-to-month,89.25,1907.85,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,No
1335-NTIUC,P3-High,72.0%,9,Month-to-month,24.95,190.25,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
7481-ATQQS,P3-High,72.0%,49,Month-to-month,90.85,4515.85,Fiber optic,Credit card (automatic),No,No,No,No,Yes,1,No,No,Female,Yes
1323-OOEPC,P3-High,72.0%,53,Month-to-month,98.4,5149.5,Fiber optic,Credit card (automatic),No,No,Yes,Yes,Yes,0,Yes,No,Female,Yes
4193-ORFCL,P3-High,72.0%,1,Month-to-month,45.1,45.1,DSL,Mailed check,No,No,No,No,No,1,No,No,Female,No
5312-UXESG,P3-High,71.9%,41,Month-to-month,98.05,3990.6,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,No,No,Female,No
8854-CCVSQ,P3-High,71.9%,18,Month-to-month,80.65,1451.9,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
4659-NZRUF,P3-High,71.9%,19,Month-to-month,95.15,1789.25,Fiber optic,Electronic check,Yes,No,Yes,No,Yes,0,No,No,Female,Yes
8128-YVJRG,P3-High,71.9%,7,Month-to-month,79.65,604.7,Fiber optic,Mailed check,Yes,No,No,No,No,0,No,No,Female,Yes
7508-SMHXL,P3-High,71.9%,15,Month-to-month,89.0,1288.3,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,1,No,No,Female,No
6032-KRXXO,P3-High,71.9%,30,Month-to-month,90.25,2755.35,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
7470-MCQTK,P3-High,71.9%,13,Month-to-month,48.75,633.4,DSL,Bank transfer (automatic),No,No,No,Yes,Yes,0,Yes,No,Female,Yes
2474-BRUCM,P3-High,71.9%,40,Month-to-month,101.85,4086.3,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,1,Yes,No,Male,No
9492-TOKRI,P3-High,71.9%,18,Month-to-month,90.0,1527.35,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,0,No,No,Female,Yes
6365-MTGZX,P3-High,71.9%,24,Month-to-month,96.0,2122.45,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
2956-GGUCQ,P3-High,71.8%,24,Month-to-month,78.85,1772.25,Fiber optic,Electronic check,Yes,No,No,No,No,1,Yes,No,Male,Yes
8993-IZEUX,P3-High,71.8%,7,Month-to-month,69.15,488.65,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,No,Male,No
8800-ZKRFW,P3-High,71.8%,30,Month-to-month,107.5,3242.5,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,Yes,Yes,Female,Yes
9167-APMXZ,P3-High,71.8%,22,Month-to-month,84.15,1821.95,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0,No,No,Female,Yes
4315-MURBD,P3-High,71.8%,12,Month-to-month,98.9,1120.95,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,0,No,No,Female,Yes
5522-JBWMO,P3-High,71.8%,1,Month-to-month,44.0,44.0,DSL,Electronic check,No,No,No,No,No,0,No,Yes,Male,No
9430-FRQOC,P3-High,71.8%,4,Month-to-month,87.1,341.45,Fiber optic,Mailed check,No,Yes,No,No,No,0,No,Yes,Female,Yes
5692-ICXLW,P3-High,71.8%,31,Month-to-month,90.7,2845.15,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,No,No,Male,Yes
8785-CJSHH,P3-High,71.8%,60,Month-to-month,99.8,5985.75,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Female,Yes
0531-ZZJWQ,P3-High,71.7%,55,Month-to-month,74.0,4052.4,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Male,Yes
3658-KIBGF,P3-High,71.7%,1,Month-to-month,54.9,54.9,DSL,Electronic check,Yes,No,Yes,No,No,0,No,No,Female,Yes
0541-FITGH,P3-High,71.7%,2,Month-to-month,62.15,113.1,DSL,Mailed check,Yes,No,No,No,Yes,0,Yes,No,Female,Yes
0581-MDMPW,P3-High,71.7%,24,Month-to-month,88.95,2072.75,Fiber optic,Credit card (automatic),No,No,No,Yes,No,0,No,No,Female,Yes
5968-VXZLG,P3-High,71.7%,2,Month-to-month,46.6,87.9,DSL,Bank transfer (automatic),No,No,No,No,No,0,No,No,Male,Yes
8019-ENHXU,P3-High,71.6%,42,Month-to-month,99.45,4138.05,Fiber optic,Electronic check,No,Yes,Yes,No,Yes,0,Yes,No,Male,Yes
4553-DVPZG,P3-High,71.6%,62,Month-to-month,101.35,6164.7,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
4881-JVQOD,P3-High,71.6%,10,Month-to-month,34.55,362.6,DSL,Bank transfer (automatic),No,No,No,No,Yes,1,Yes,Yes,Male,Yes
4065-JJAVA,P3-High,71.6%,1,Month-to-month,49.5,49.5,DSL,Electronic check,No,No,Yes,No,No,0,No,No,Female,No
2696-NARTR,P3-High,71.5%,11,Month-to-month,73.85,926.25,Fiber optic,Electronic check,No,Yes,No,No,No,0,No,No,Male,Yes
4704-ERYFC,P3-High,71.5%,22,Month-to-month,69.25,1554.0,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Female,Yes
4446-BZKHU,P3-High,71.5%,61,Month-to-month,105.55,6281.45,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
3671-SHRSP,P3-High,71.5%,4,Month-to-month,80.6,319.15,Fiber optic,Mailed check,No,Yes,No,No,No,0,Yes,No,Male,Yes
8182-BJDSI,P3-High,71.5%,28,Month-to-month,89.95,2625.55,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,No,No,Female,Yes
9631-XEYKE,P3-High,71.5%,3,Month-to-month,50.4,137.25,DSL,Bank transfer (automatic),No,No,No,No,No,0,No,No,Male,No
9601-BRXPO,P3-High,71.5%,25,Month-to-month,104.95,2566.5,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,0,Yes,No,Female,Yes
4840-ORQXB,P3-High,71.4%,56,Month-to-month,104.75,5841.35,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Female,No
7460-ITWWP,P3-High,71.4%,45,Month-to-month,86.1,3861.45,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Female,Yes
6599-SFQVE,P3-High,71.4%,6,Month-to-month,55.0,340.4,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
5364-EVNIB,P3-High,71.4%,13,Month-to-month,79.8,973.45,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
0322-CHQRU,P3-High,71.4%,2,Month-to-month,45.35,89.5,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
2903-YYTBW,P3-High,71.4%,1,Month-to-month,44.55,44.55,DSL,Electronic check,No,No,No,No,No,0,Yes,Yes,Male,No
8640-SDGKB,P3-High,71.4%,4,Month-to-month,74.4,299.7,DSL,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
4816-LXZYW,P3-High,71.4%,23,Month-to-month,79.15,1676.95,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Female,Yes
0650-BWOZN,P3-High,71.4%,18,Month-to-month,73.55,1359.45,Fiber optic,Electronic check,No,No,Yes,No,No,1,No,No,Female,Yes
4658-HCOHW,P3-High,71.4%,21,Month-to-month,102.8,2110.15,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,Yes,Yes,Female,Yes
6818-DJXAA,P3-High,71.3%,10,Month-to-month,91.1,964.35,Fiber optic,Electronic check,No,Yes,No,Yes,No,0,No,Yes,Female,Yes
3165-HDOEW,P3-High,71.3%,1,Month-to-month,45.85,45.85,DSL,Mailed check,No,No,No,No,No,0,Yes,Yes,Male,Yes
8167-GJLRN,P3-High,71.3%,3,Month-to-month,30.4,82.15,DSL,Electronic check,No,Yes,No,No,No,0,No,No,Male,No
1932-UEDCX,P3-High,71.3%,33,Month-to-month,100.6,3270.25,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
0947-MUGVO,P3-High,71.2%,20,Month-to-month,73.65,1463.5,Fiber optic,Electronic check,No,No,Yes,No,No,1,Yes,No,Male,Yes
4077-CROMM,P3-High,71.2%,31,Month-to-month,104.2,3243.45,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,Yes,Yes,Female,Yes
8654-DHAOW,P3-High,71.2%,2,Month-to-month,54.15,101.65,DSL,Mailed check,No,No,Yes,No,No,0,No,No,Female,No
5899-MQZZL,P3-High,71.2%,13,Month-to-month,75.0,999.45,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
5673-TIYIB,P3-High,71.2%,2,Month-to-month,40.4,77.15,DSL,Credit card (automatic),No,Yes,Yes,No,No,0,No,No,Male,Yes
9283-LZQOH,P3-High,71.2%,13,Month-to-month,74.4,896.75,Fiber optic,Credit card (automatic),No,No,No,No,No,0,Yes,Yes,Male,Yes
0265-EDXBD,P3-High,71.1%,32,Month-to-month,74.9,2303.35,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Male,Yes
2694-CIUMO,P3-High,71.1%,12,Month-to-month,79.55,958.25,Fiber optic,Credit card (automatic),No,Yes,No,No,No,0,No,No,Female,Yes
6298-QDFNH,P3-High,71.1%,22,Month-to-month,79.35,1730.35,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
9732-KPKBW,P3-High,71.1%,1,Month-to-month,53.95,53.95,DSL,Electronic check,Yes,Yes,No,No,No,0,No,No,Male,Yes
1262-OPMFY,P3-High,71.1%,9,Month-to-month,75.75,655.9,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,Yes,No,Female,Yes
6128-AQBMT,P3-High,71.1%,41,Month-to-month,53.95,2215.4,DSL,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
2782-LFZVW,P3-High,71.1%,11,Month-to-month,58.95,601.6,DSL,Mailed check,No,No,No,No,Yes,0,No,No,Female,Yes
5569-OUICF,P3-High,71.0%,28,Month-to-month,101.3,2812.2,Fiber optic,Credit card (automatic),No,Yes,No,Yes,Yes,1,Yes,No,Female,Yes
1565-RHDJD,P3-High,71.0%,4,Month-to-month,84.05,333.55,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,0,No,Yes,Female,No
0322-YINQP,P3-High,71.0%,1,Month-to-month,48.55,48.55,DSL,Mailed check,Yes,No,No,No,No,0,No,No,Male,Yes
